Creditability,Account.Balance,Duration.of.Credit..month.,Payment.Status.of.Previous.Credit,Purpose,Credit.Amount,Value.Savings.Stocks,Length.of.current.employment,Instalment.per.cent,Sex...Marital.Status,Guarantors,Duration.in.Current.address,Most.valuable.available.asset,Age..years.,Concurrent.Credits,Type.of.apartment,No.of.Credits.at.this.Bank,Occupation,No.of.dependents,Telephone,Foreign.Worker
1,2,7,4,1,1107,1,4,3,3,1,2,1,42,3,2,1,3,2,2,1
1,2,9,1,2,719,5,4,3,2,1,4,3,28,3,2,2,3,2,1,1
1,4,9,2,9,1260,3,3,1,4,1,4,3,23,3,2,2,3,1,2,1
1,4,24,0,3,2411,5,3,3,3,1,4,2,27,3,1,1,3,1,1,1
0,2,21,2,2,1240,5,5,4,1,3,3,2,38,3,1,2,3,1,1,1
1,4,24,2,9,2569,1,3,4,3,1,1,3,26,3,2,2,3,1,2,1
0,1,6,2,0,917,1,3,1,4,1,4,1,32,3,2,2,2,1,1,1
1,2,36,2,6,6074,2,4,1,3,1,4,4,44,3,2,1,3,1,2,1
1,2,18,4,2,1355,1,3,4,3,1,2,3,68,3,2,2,3,1,1,1
0,1,24,0,2,1493,1,1,2,2,1,2,2,26,3,2,1,3,1,1,1
1,4,12,4,3,1242,1,4,3,3,1,2,1,47,3,2,1,2,1,1,1
1,1,30,4,0,3909,4,3,2,1,1,2,2,44,1,2,2,3,1,1,1
1,4,10,3,3,1946,3,1,3,2,1,2,2,44,3,2,1,3,1,1,1
1,2,12,4,3,2211,2,3,2,4,1,1,1,38,1,1,2,3,1,2,1
1,2,30,2,3,12038,4,5,1,3,1,4,4,49,3,3,1,3,1,1,1
1,4,18,4,2,3884,1,5,2,3,1,4,3,33,3,2,1,3,1,2,1
0,1,60,0,3,14080,1,3,4,2,1,4,4,28,3,2,2,3,1,1,1
0,1,18,2,1,1736,2,5,4,3,1,4,1,29,3,2,2,3,1,1,1
1,2,12,2,0,3447,5,3,2,2,1,1,3,36,3,2,1,3,1,2,1
0,2,48,2,3,1845,5,4,4,2,1,4,4,37,3,2,2,3,1,1,1
1,1,12,4,3,3498,5,3,2,4,1,2,2,28,3,1,1,3,1,2,1
1,4,6,2,0,2784,1,4,3,3,1,4,3,21,3,2,2,3,1,2,1
1,4,36,2,1,5148,5,5,3,2,1,1,3,24,3,1,1,3,1,1,1
1,1,24,1,3,2760,1,5,4,3,2,4,1,30,3,1,1,2,1,1,1
0,2,12,3,0,3611,1,1,4,2,1,1,3,34,3,2,2,4,1,1,1
0,1,30,2,3,1206,1,4,4,2,1,4,4,49,1,2,1,3,1,2,1
1,2,36,2,2,2116,4,5,4,3,1,4,3,23,3,1,2,4,1,2,1
1,3,36,2,6,5877,5,4,4,3,1,2,3,27,3,2,1,3,1,2,1
1,4,36,4,0,4373,1,5,1,3,1,3,1,30,3,1,2,3,2,2,1
0,4,24,2,9,4678,3,4,4,3,1,4,3,46,3,3,1,4,1,2,1
1,4,24,4,3,893,5,3,4,2,1,2,2,60,1,3,2,3,1,2,1
1,2,18,0,9,2219,1,2,1,2,3,4,3,35,3,2,1,2,1,1,1
1,1,48,2,3,9808,1,3,4,3,1,2,1,22,3,1,1,3,1,2,1
1,2,6,3,2,758,1,3,2,3,1,4,2,28,3,2,2,2,1,1,1
0,1,12,4,1,1411,1,3,3,2,1,4,4,40,3,3,1,3,1,1,1
1,4,12,2,0,2038,1,3,4,3,1,1,3,35,3,3,1,3,1,1,1
0,2,36,2,2,3184,1,5,3,3,1,1,3,62,1,3,2,3,1,2,1
1,4,12,4,3,9232,1,3,1,3,1,2,1,50,3,2,2,3,1,1,1
0,2,24,2,0,3349,1,2,4,3,1,3,2,31,3,1,2,3,1,1,1
1,4,6,4,2,3938,3,4,1,2,1,3,3,57,3,3,1,3,1,2,1
0,1,36,1,6,2815,1,2,3,1,1,4,3,31,1,2,2,3,1,1,1
1,1,36,2,3,1870,1,3,4,3,1,3,4,28,3,2,1,3,1,1,1
1,4,12,0,2,1448,5,3,2,4,1,1,1,33,1,1,1,1,1,2,1
1,1,6,2,2,1043,1,4,2,3,1,2,3,27,3,2,1,1,1,1,1
1,1,12,2,2,2222,1,5,1,3,2,3,1,36,1,2,1,3,2,1,1
1,4,30,4,3,3511,1,3,3,3,1,1,1,45,3,1,2,2,1,2,1
1,4,6,2,6,1001,5,5,4,3,3,3,2,60,3,3,1,3,1,2,1
0,1,24,1,3,1280,1,3,4,3,1,3,4,36,2,2,1,2,1,1,1
0,1,36,2,0,7815,1,1,2,2,1,1,3,23,3,2,1,3,1,2,1
0,4,12,4,0,878,1,3,4,3,1,2,2,27,3,2,1,2,1,1,1
0,4,60,2,0,12423,2,5,4,2,1,3,2,41,3,2,2,3,2,1,1
1,4,8,3,1,1301,1,5,2,2,1,4,2,52,3,2,1,3,2,1,1
1,4,12,2,1,1216,1,3,4,3,1,4,2,35,3,2,1,3,1,1,1
1,1,48,4,8,4741,1,5,2,3,1,4,3,29,3,2,2,2,1,1,1
1,4,18,4,0,2142,1,5,4,3,1,4,3,50,3,2,2,4,1,2,1
0,2,6,2,0,2861,3,2,3,3,1,2,3,27,3,2,1,3,1,2,2
1,1,36,2,3,3534,4,3,3,3,1,2,4,23,3,3,1,2,1,1,1
1,4,15,4,10,4014,5,3,4,3,1,2,2,64,3,2,2,2,2,1,1
0,4,12,2,3,1214,5,5,4,2,1,4,3,35,3,2,2,3,1,1,1
1,4,15,2,0,2775,5,2,2,4,1,2,2,47,3,3,2,3,2,1,1
0,1,24,2,0,2961,1,2,3,3,1,1,3,37,3,2,1,3,1,1,1
1,4,8,3,2,428,1,4,4,4,1,2,2,37,3,2,1,3,1,1,1
1,4,9,4,2,1560,5,5,4,3,1,2,2,47,3,2,1,3,1,1,1
0,1,60,4,0,3886,1,5,4,3,1,2,4,33,1,2,2,3,1,2,1
0,1,39,2,3,2672,1,3,3,2,3,2,4,31,3,2,1,2,1,1,1
1,4,24,4,0,4168,3,3,4,2,1,4,3,41,3,1,2,3,1,2,1
1,4,27,2,9,2754,1,3,2,3,1,4,3,26,3,2,2,4,1,2,1
1,2,48,4,3,12662,1,3,4,3,1,4,4,31,3,2,1,3,1,1,1
1,2,24,2,6,7392,1,5,1,2,1,4,2,67,3,2,1,4,1,1,1
1,1,15,1,2,1295,1,2,4,2,1,2,1,33,3,2,2,3,1,1,1
0,1,24,2,2,5758,1,3,3,4,1,4,1,65,3,2,1,3,1,2,1
1,1,12,2,0,1245,1,3,4,2,3,2,3,35,3,3,1,4,1,2,1
1,4,48,2,6,4919,1,4,4,2,3,2,1,29,3,2,2,3,1,2,1
1,1,18,2,3,1473,1,3,2,3,1,1,3,37,2,2,1,2,1,1,1
0,1,12,0,2,801,1,4,4,3,1,2,2,26,3,2,1,2,1,1,1
1,1,24,2,9,1542,5,5,4,4,1,2,2,38,3,2,1,2,1,1,1
1,2,18,2,3,1344,1,4,4,3,1,1,1,47,3,2,1,2,1,1,1
1,4,24,2,3,1568,2,1,4,3,1,1,1,28,3,2,1,3,1,2,1
0,1,6,2,6,2097,1,4,2,2,1,3,3,48,3,2,1,4,1,2,1
1,1,6,2,0,1221,2,4,2,2,1,4,3,59,3,2,1,3,2,2,1
1,2,9,3,0,1588,3,3,4,2,1,4,4,46,3,2,3,3,1,2,1
1,4,24,4,0,1844,1,4,4,4,1,4,4,34,3,3,2,3,1,2,1
1,4,10,2,0,1486,1,2,4,3,1,2,3,25,3,2,1,3,2,1,1
0,1,42,1,0,2170,5,3,4,4,2,4,3,41,3,2,1,2,2,2,1
1,1,18,2,0,1819,1,2,3,2,1,2,2,30,3,1,1,3,1,2,1
1,2,24,2,3,6359,1,3,4,3,1,2,4,30,2,2,1,3,1,2,1
0,1,54,2,3,3659,1,3,4,4,3,4,4,37,1,2,1,2,1,1,1
1,4,9,2,0,933,1,2,4,3,1,3,1,38,3,1,1,3,1,1,1
1,4,15,3,0,1874,2,5,3,3,1,3,3,47,3,2,2,3,2,1,1
1,4,12,4,3,1192,1,2,4,2,1,4,2,26,3,2,1,2,1,2,1
1,4,9,2,3,911,1,1,4,3,3,2,1,26,1,2,2,2,1,2,1
1,1,48,2,0,6146,3,5,4,3,1,2,1,61,3,2,2,4,1,2,1
1,4,24,4,8,1652,4,4,4,2,1,4,3,36,3,2,1,3,1,1,1
0,2,15,4,0,4257,1,5,2,2,1,4,4,60,3,2,2,3,1,1,1
0,2,7,2,1,688,1,1,4,3,1,1,1,26,1,2,1,3,1,1,1
1,4,9,4,0,943,3,5,4,3,1,4,3,59,3,3,2,3,2,1,1
1,4,30,2,9,865,1,3,4,2,3,2,2,28,3,2,1,2,1,1,1
1,4,18,4,3,2301,3,2,2,3,1,3,1,35,3,1,2,2,1,2,1
1,4,9,2,0,2524,5,3,2,4,1,4,2,51,3,2,2,3,1,1,1
1,2,24,4,2,1155,1,4,4,3,1,3,3,37,3,2,1,3,1,1,1
1,2,10,2,0,804,5,4,2,3,1,4,4,34,3,2,1,3,1,1,1
1,1,24,3,9,3190,4,1,2,2,1,1,1,31,3,2,2,3,1,1,1
1,4,18,1,5,3548,5,2,1,4,1,2,3,25,3,2,1,3,1,1,1
0,1,48,2,3,12231,1,3,4,3,1,4,3,27,3,2,2,4,1,2,1
1,4,12,2,9,1393,2,3,1,3,1,2,2,34,3,3,1,3,1,1,1
1,4,15,4,3,1867,2,4,4,3,1,2,3,48,3,2,1,3,1,1,1
0,1,39,2,2,6310,1,3,4,2,1,3,2,30,3,2,1,3,1,1,1
1,1,12,4,2,2332,1,5,1,2,1,1,2,26,3,1,1,3,1,2,1
1,1,6,2,6,683,1,5,4,2,1,2,3,31,3,2,1,3,2,1,1
0,4,12,2,1,1718,5,5,3,3,1,1,1,35,3,1,1,3,1,1,1
1,4,18,2,4,9279,5,2,4,3,1,2,2,30,3,2,1,3,1,2,1
0,2,6,2,3,840,1,4,3,1,1,3,1,35,3,2,1,3,1,1,1
1,4,12,2,0,9335,2,3,3,3,1,4,3,64,3,3,1,4,1,1,1
1,1,12,2,9,2222,5,4,4,3,1,3,4,54,3,2,2,3,1,1,1
0,2,15,2,4,3513,5,2,1,2,1,2,1,24,3,2,1,3,2,2,1
0,4,48,2,0,17848,5,3,1,2,1,4,4,33,1,2,1,3,1,1,1
0,2,36,2,2,3424,3,3,2,2,1,4,4,41,3,3,1,3,1,1,1
1,4,18,3,0,1056,1,3,4,3,2,4,2,42,3,2,2,3,1,2,1
1,4,12,4,0,3104,1,3,1,2,1,2,1,34,3,1,1,3,1,2,1
0,2,15,2,6,1862,1,5,3,4,1,4,3,41,1,2,1,1,2,1,1
0,1,48,2,2,3555,1,3,4,3,1,2,3,31,3,2,1,3,2,1,1
0,2,24,4,6,3733,2,4,3,2,1,4,4,49,3,2,2,2,1,1,1
0,1,18,3,3,1362,1,3,2,2,1,2,2,31,3,2,2,3,1,1,1
1,4,12,2,6,1474,3,3,4,2,1,4,3,49,1,2,1,3,1,2,1
0,4,18,2,1,2815,3,4,4,1,1,4,4,45,3,2,2,3,1,2,1
1,2,18,4,1,1157,5,3,2,2,1,4,1,50,3,1,3,2,1,2,1
1,4,12,3,0,1922,1,4,4,2,1,4,2,43,3,2,1,3,1,2,1
1,4,6,4,4,936,1,5,2,3,1,2,1,61,3,2,1,3,1,1,2
1,2,24,4,9,2462,1,5,4,2,1,4,3,26,3,1,2,3,1,1,1
1,2,12,1,0,1052,1,3,4,2,1,2,3,36,3,2,1,3,1,1,1
1,4,21,2,3,6047,1,1,3,3,1,4,2,36,3,2,1,3,1,2,1
1,2,10,2,3,628,1,2,4,4,1,1,4,36,1,2,1,3,1,1,1
1,1,27,2,2,2659,1,3,4,3,1,3,3,27,1,2,1,3,1,2,1
1,4,36,2,1,2339,2,5,4,3,1,4,2,24,3,2,1,4,1,2,1
1,4,36,2,3,3621,1,3,2,4,1,3,3,23,3,2,1,3,1,2,1
1,2,12,2,0,1038,1,4,2,3,1,4,2,58,3,2,1,3,1,2,1
0,1,24,0,0,4155,5,2,1,2,1,2,3,35,1,2,2,3,1,1,1
0,2,12,0,3,708,5,2,3,4,1,4,1,44,3,2,1,2,1,1,1
1,4,36,4,3,3935,2,2,2,3,1,4,1,23,3,1,1,3,1,2,1
1,2,18,2,8,2027,1,4,2,3,1,4,4,21,3,2,1,3,1,1,1
0,1,30,2,3,1868,1,3,4,2,1,4,4,25,3,2,1,3,1,2,1
1,1,15,4,0,1017,1,3,4,3,1,3,1,47,3,2,1,3,1,2,1
0,4,10,4,2,1162,4,5,3,3,1,4,2,56,3,2,2,3,1,1,1
1,3,18,3,0,1086,2,3,4,2,1,4,4,42,3,2,1,3,2,2,1
1,4,12,2,6,1533,1,4,2,3,1,3,4,28,3,3,1,3,1,2,1
1,3,29,2,3,6497,1,5,4,3,1,4,3,52,3,2,1,3,1,1,1
1,1,9,2,3,1275,1,1,2,3,3,1,1,20,3,1,1,3,1,1,1
1,2,24,4,2,3398,2,2,4,3,1,2,2,24,1,1,2,3,1,2,1
0,4,12,4,9,976,2,4,4,4,1,2,3,28,3,2,3,3,1,1,1
1,1,24,2,0,3723,1,3,4,3,1,4,3,51,3,3,2,2,1,1,1
0,1,15,4,9,4307,1,5,3,3,1,2,3,24,3,2,1,3,1,1,1
1,2,48,3,3,2925,3,2,4,3,1,4,3,24,1,2,1,2,1,1,1
1,4,21,3,2,2133,1,4,4,2,2,4,2,34,3,3,2,3,1,1,1
1,2,36,1,6,4681,2,3,4,1,1,4,4,39,3,3,1,3,1,2,1
1,2,6,4,2,1049,5,5,3,3,1,4,4,33,3,2,2,3,1,2,1
1,4,24,3,9,10883,4,2,1,2,3,4,3,55,3,2,2,3,1,2,1
0,1,12,2,0,1909,1,4,2,3,1,4,3,25,2,2,2,3,2,1,1
1,2,48,0,1,2121,2,1,2,3,1,4,1,23,3,2,1,2,1,1,1
0,1,24,4,1,1927,1,5,4,3,1,4,3,29,3,2,3,3,1,2,1
1,4,15,2,3,1802,4,4,1,1,1,3,1,23,3,1,1,1,1,1,1
0,1,9,2,3,717,1,3,1,2,1,2,1,28,1,1,1,2,1,1,1
1,1,10,4,0,1981,5,3,2,4,1,4,1,28,2,2,2,3,1,2,2
1,1,12,4,2,1381,1,4,4,3,1,1,3,28,3,2,2,4,1,2,1
1,2,10,4,2,1986,1,3,2,3,1,2,1,33,3,2,1,3,1,2,1
1,4,36,2,0,2779,5,3,4,4,2,4,3,39,3,2,1,2,2,1,1
1,1,28,4,3,1393,1,3,4,3,3,2,2,30,3,1,1,4,1,1,1
0,1,39,2,3,3547,3,4,4,3,1,4,4,29,3,2,1,3,1,2,1
1,1,24,4,3,1527,1,5,3,2,1,4,3,32,3,2,1,3,1,1,1
1,1,48,4,1,1876,1,5,4,3,1,4,2,66,3,2,2,3,2,2,1
1,4,24,4,0,9281,1,4,2,2,1,4,2,34,3,2,2,3,1,2,1
1,4,18,2,6,1299,2,5,4,4,1,2,2,35,3,1,2,4,1,1,1
1,4,24,2,2,1479,5,4,4,3,1,4,3,36,3,2,2,3,1,2,1
1,4,12,2,0,2752,1,3,1,3,1,2,2,28,3,2,2,3,1,1,1
1,2,11,2,1,1413,1,4,4,3,1,2,3,68,3,2,2,3,1,2,1
1,4,24,2,6,1464,1,5,4,3,1,4,3,27,3,2,2,4,1,2,1
1,4,15,2,3,7975,5,4,1,2,1,2,2,36,3,2,1,3,1,2,1
1,1,18,2,1,1981,1,4,4,3,1,3,3,50,2,3,1,3,2,1,1
1,4,24,2,9,891,3,5,4,3,1,2,2,43,3,2,1,3,1,2,1
0,1,48,4,9,9316,1,3,4,3,1,1,4,74,1,2,1,4,1,2,1
1,2,18,3,6,1312,1,3,2,3,1,2,1,30,3,2,1,3,1,2,2
1,4,12,4,1,3885,3,2,1,3,1,2,2,24,3,1,1,3,1,2,1
1,1,12,2,0,3845,1,1,1,4,2,2,3,26,3,2,1,3,1,1,1
0,4,48,2,3,5801,1,5,4,3,1,2,2,27,3,2,2,3,1,1,1
1,1,15,2,3,473,1,3,4,3,1,1,1,24,3,2,1,2,1,1,1
1,4,24,3,0,4110,1,1,2,4,1,4,1,29,3,2,2,3,1,2,1
0,3,18,2,2,3362,1,5,2,2,1,4,2,33,3,2,2,2,1,1,1
1,4,24,2,2,6989,4,5,4,3,1,4,3,66,1,2,1,4,1,2,1
0,3,6,2,2,625,5,3,4,3,1,2,1,34,3,2,1,2,1,1,1
1,2,36,2,9,4280,1,5,3,4,1,4,2,54,3,3,2,2,1,1,1
0,3,24,2,2,1386,3,4,4,3,1,3,4,37,1,3,1,3,2,1,1
1,2,36,2,3,1854,2,5,4,3,1,3,3,54,2,3,1,3,2,2,1
1,1,10,2,1,1673,1,3,4,3,1,2,4,49,3,2,1,3,1,1,1
0,1,36,2,1,5294,5,3,4,2,1,2,3,32,1,2,2,3,2,1,1
0,1,16,2,10,1291,1,2,4,3,1,4,2,24,1,1,1,2,1,2,1
1,4,12,4,3,1473,3,5,4,2,1,4,2,30,3,2,2,3,1,2,1
0,1,12,2,3,3050,1,2,1,2,1,1,2,37,1,2,1,3,2,1,1
1,4,24,4,10,1506,3,5,4,3,1,2,2,63,3,2,1,3,1,2,1
1,2,60,3,9,2665,1,4,4,3,1,3,4,31,3,3,2,3,1,1,1
1,2,12,2,2,1927,3,4,4,2,1,4,3,36,3,2,1,3,1,1,1
1,4,24,4,0,9244,1,3,3,2,1,4,4,33,3,2,1,4,1,2,1
1,4,12,4,0,5200,1,3,2,3,1,1,1,42,3,2,1,3,1,1,1
1,4,24,2,3,2872,1,4,3,1,1,4,2,49,2,2,1,3,1,2,1
1,1,12,4,9,1935,1,5,4,2,1,3,3,55,2,2,3,4,1,2,1
1,1,42,2,3,2112,1,4,4,3,1,2,3,44,3,3,1,3,1,2,1
0,4,15,2,0,1554,4,2,4,2,1,2,4,40,3,2,1,3,1,1,1
1,2,9,4,3,1413,1,3,4,4,1,4,2,35,3,2,2,3,1,1,1
1,1,12,4,0,1360,1,3,1,3,1,2,1,47,3,1,2,2,1,2,2
1,1,12,1,3,2039,1,1,3,3,1,4,2,24,3,1,1,2,1,2,1
0,1,24,4,1,2253,2,2,3,2,1,3,2,27,3,2,2,3,1,1,1
0,2,21,2,6,1497,1,1,4,2,1,4,2,48,1,2,1,3,1,1,1
1,4,27,3,8,10883,1,4,3,4,1,2,3,34,1,2,1,3,1,2,1
1,4,36,2,4,1533,4,3,4,3,1,1,2,35,3,2,1,3,1,1,1
1,1,30,4,0,12437,5,3,2,3,1,3,3,37,3,3,2,3,1,2,1
0,2,30,2,3,1935,1,5,4,3,1,4,3,54,3,2,3,4,1,2,1
0,1,36,2,0,13880,1,3,1,3,1,1,4,40,1,2,2,3,1,1,1
1,2,9,2,5,1932,1,3,2,2,1,2,4,31,3,2,1,3,1,1,1
1,4,15,4,3,3777,1,4,3,3,1,2,1,24,3,1,3,4,1,1,1
0,1,18,2,0,2654,1,3,4,3,1,2,4,50,3,3,1,3,1,1,1
1,2,24,1,3,7351,1,3,2,3,1,1,3,25,3,2,1,4,1,1,1
1,2,15,2,5,2359,1,4,3,2,1,2,4,33,1,2,2,2,2,1,1
0,4,24,2,0,1739,1,5,4,2,1,4,3,26,3,2,1,3,1,1,1
1,4,36,2,9,6818,5,3,1,3,1,2,3,38,1,2,2,3,1,2,1
1,4,36,2,3,1493,5,5,4,3,1,4,4,37,2,3,1,3,2,1,1
1,1,24,1,0,3596,1,5,2,2,3,3,1,35,1,2,1,3,2,1,1
1,2,15,4,2,5315,5,4,4,3,1,4,3,33,3,2,1,3,1,1,1
0,4,36,2,8,5742,5,2,4,2,1,4,2,41,3,2,1,3,1,2,1
1,2,33,2,0,2343,2,2,4,1,1,2,1,39,3,1,1,3,1,2,1
0,1,15,2,0,684,1,3,4,3,1,2,1,23,1,1,2,1,2,1,1
0,4,27,0,2,4460,5,2,4,3,1,2,1,25,3,2,1,3,1,1,1
0,1,36,4,3,3104,1,3,3,3,1,2,3,34,3,2,2,3,1,1,1
1,4,15,4,3,934,1,4,2,2,1,4,1,36,3,2,3,3,1,1,1
0,1,24,2,3,1047,1,2,3,2,1,4,1,21,2,1,1,3,1,1,1
1,2,48,4,10,6403,1,5,2,2,1,4,4,51,3,2,2,4,1,2,1
0,1,12,2,6,899,1,2,3,2,1,2,3,25,3,2,1,2,1,1,1
0,1,6,2,2,801,1,2,1,3,1,2,1,23,3,2,1,2,1,1,1
1,4,41,4,3,4795,5,4,4,2,1,3,3,61,3,3,2,4,1,2,1
1,4,24,3,0,3655,5,2,4,1,1,4,3,30,3,2,1,3,1,1,1
1,4,30,0,3,7473,4,3,3,3,1,4,3,22,3,1,1,4,1,2,1
1,4,7,4,0,427,5,5,4,3,1,3,1,48,3,2,2,2,1,1,1
0,1,15,4,3,5508,1,2,4,3,1,4,4,33,3,2,2,2,1,1,1
1,4,12,2,6,1161,3,4,4,2,3,3,2,32,3,2,1,3,1,2,1
0,1,24,2,3,8330,1,2,2,2,1,4,1,34,3,2,1,3,1,1,1
0,2,36,2,3,4730,1,2,4,3,1,2,4,29,3,3,1,3,1,2,1
1,4,21,4,3,2759,1,5,2,3,1,2,4,29,3,2,1,3,1,2,1
0,2,42,1,3,3977,1,3,2,3,1,3,3,38,1,2,1,3,1,2,1
1,4,39,2,6,6409,4,4,4,3,1,2,2,40,3,1,1,3,1,2,1
1,4,16,4,3,2726,5,3,2,4,1,2,4,36,3,2,2,3,1,2,1
1,2,18,2,0,2551,1,3,4,3,1,4,2,33,3,2,2,2,1,1,1
0,2,24,2,6,4157,1,3,4,3,1,2,4,25,3,3,1,3,1,1,1
0,2,24,2,3,1934,1,3,1,2,1,2,2,24,3,2,2,2,1,2,1
1,4,24,3,0,4183,1,3,4,2,1,2,4,24,3,3,1,3,1,2,1
1,2,14,4,6,2770,2,5,4,3,1,4,3,64,3,2,1,4,2,2,1
1,4,6,4,0,1053,5,3,4,3,1,3,1,37,3,2,1,3,2,1,1
0,1,18,2,0,4243,4,5,4,2,3,4,3,24,3,2,1,3,1,1,1
1,1,18,2,6,1382,4,5,4,3,1,4,1,50,3,2,1,3,1,2,1
1,1,18,2,0,2576,2,5,4,3,1,4,3,26,3,2,1,3,1,2,1
0,1,9,1,0,1924,1,4,3,2,1,4,1,28,3,2,1,1,1,1,1
1,4,24,4,3,7906,1,2,2,3,1,2,2,23,1,2,2,4,1,2,1
1,1,12,0,3,555,1,3,4,3,1,2,1,27,1,2,1,3,2,2,1
1,4,48,2,3,8550,1,5,3,4,1,2,3,42,3,2,2,4,1,2,1
1,1,24,2,10,5328,1,2,2,3,1,2,3,36,3,2,1,3,1,2,1
1,2,12,4,5,1466,1,3,3,2,1,2,1,27,3,2,2,2,1,1,2
1,4,15,1,9,1538,1,5,3,3,1,4,2,27,3,2,2,3,1,1,1
0,1,24,2,3,3590,1,4,2,1,1,3,3,38,3,2,2,3,1,2,1
0,4,24,4,1,2322,5,5,4,3,2,4,1,40,3,1,2,2,1,2,1
1,2,12,4,6,1967,5,1,4,1,1,2,1,23,3,2,1,3,2,2,1
1,2,12,2,2,1289,1,3,3,3,1,1,1,43,3,2,1,2,1,1,1
1,1,27,2,2,7490,1,3,2,3,1,2,1,39,3,1,1,3,1,1,1
1,2,12,0,10,840,1,3,4,3,3,4,3,28,1,3,1,3,1,1,1
1,2,21,2,1,727,1,3,4,3,1,2,3,31,1,2,1,3,1,1,1
0,1,42,2,3,6614,1,2,2,2,1,1,3,21,3,1,1,3,1,1,1
1,1,12,2,1,793,2,4,4,1,1,4,3,25,3,2,2,2,2,1,1
1,1,30,4,0,5818,1,4,4,3,1,4,3,47,3,2,2,4,1,2,1
0,3,48,0,9,3225,1,4,4,2,1,4,3,25,3,2,1,4,1,2,1
1,2,42,2,0,6083,4,5,2,3,1,1,1,25,3,2,1,2,1,1,1
1,2,18,2,6,1330,5,2,4,3,1,2,3,23,3,2,2,3,1,2,1
1,2,36,2,9,3016,1,5,4,3,1,4,2,36,3,2,2,3,1,1,1
1,4,20,2,0,2179,1,3,4,2,1,1,2,32,3,2,1,2,1,1,1
1,4,12,2,2,3966,5,1,4,2,1,2,2,23,3,1,1,3,1,1,1
1,2,10,4,2,743,1,5,4,3,1,1,2,35,3,2,2,3,1,1,1
0,2,24,4,8,3905,5,5,1,1,1,4,4,60,2,2,2,3,1,1,1
1,4,24,4,3,1498,2,4,4,3,1,2,2,35,3,2,2,2,1,1,1
1,4,18,4,3,3186,1,5,1,3,1,4,3,39,1,2,1,2,1,1,1
0,2,15,2,2,2776,1,3,1,2,1,2,3,34,1,2,1,2,2,1,1
0,4,12,4,3,2642,2,5,2,3,1,4,3,50,1,2,2,4,2,2,1
1,4,18,4,0,3373,1,5,2,2,1,2,3,34,3,2,1,2,1,1,1
1,4,36,2,3,6147,1,5,4,2,1,2,2,35,3,2,1,3,1,1,1
1,4,6,4,5,1286,1,5,4,3,1,2,4,60,3,2,2,3,2,2,1
1,1,48,4,3,8472,1,3,2,2,1,3,1,33,3,2,1,2,1,1,1
1,1,24,4,0,1905,3,3,4,2,1,4,4,31,3,2,1,3,1,1,1
0,2,12,2,0,2237,5,3,4,3,1,4,2,23,3,2,1,3,1,1,1
1,2,24,2,1,1837,1,4,4,1,1,3,4,35,3,3,2,3,2,2,1
1,1,24,4,3,3193,1,4,1,3,1,4,2,74,3,2,3,3,2,2,1
1,1,12,1,2,2895,1,3,3,2,3,2,3,74,3,3,1,4,1,2,1
0,2,30,2,0,7809,1,3,1,3,1,4,4,27,3,2,1,4,1,2,1
1,1,18,2,3,1309,1,5,4,1,1,4,4,54,3,3,1,4,1,1,1
0,2,12,2,1,1488,1,3,4,3,1,3,3,26,3,2,2,3,1,1,1
1,4,12,2,3,3388,1,2,2,2,1,2,3,24,3,2,1,4,1,1,1
1,2,36,2,1,1154,1,3,4,3,1,3,3,29,3,2,1,3,1,1,1
0,4,15,4,0,2828,2,3,3,2,1,4,3,28,3,2,1,3,1,1,1
1,4,6,4,3,1101,1,2,2,3,1,2,1,37,1,1,2,3,2,1,1
1,3,6,4,0,1924,1,3,2,4,1,2,2,57,3,2,1,3,1,1,1
1,2,48,1,9,8891,5,3,1,2,3,4,3,21,3,2,1,2,1,2,1
1,1,24,1,9,1560,1,5,2,3,3,4,4,23,1,2,1,3,1,1,1
0,4,21,2,6,1812,2,2,2,3,1,3,1,52,1,1,2,3,1,1,1
1,4,12,4,3,1296,1,5,3,4,1,2,1,35,3,2,2,2,1,2,1
1,1,15,2,1,4288,1,5,2,3,1,4,4,69,3,3,1,4,2,2,1
0,1,60,0,3,11563,1,3,4,3,1,4,4,27,3,3,1,3,1,1,1
1,1,18,2,1,6071,1,3,4,3,3,4,1,35,3,2,1,4,1,2,1
1,1,30,3,1,3391,1,5,3,3,1,4,4,55,3,2,1,3,1,2,1
1,4,6,4,3,1003,1,3,2,2,1,4,2,54,3,2,1,2,1,2,2
1,2,12,0,3,1927,5,2,2,4,1,4,1,25,3,2,1,3,1,2,2
1,4,18,4,1,2559,1,5,4,3,1,2,2,64,1,2,2,4,1,2,2
0,4,30,1,3,3959,1,5,4,2,1,4,3,27,3,2,1,3,2,1,1
1,4,18,2,9,3577,5,3,4,2,3,2,2,40,3,2,1,3,1,2,1
1,2,20,2,0,2210,4,2,4,3,1,2,2,21,3,2,1,3,1,1,1
1,1,10,2,0,1410,1,3,4,3,1,4,3,46,3,2,1,4,1,2,1
1,4,36,2,0,1347,2,4,3,3,1,2,1,28,3,2,1,3,1,1,1
1,2,12,2,3,1617,1,2,4,3,1,4,2,23,1,2,2,3,1,1,1
0,4,18,2,2,2482,1,1,2,2,1,4,2,37,3,2,2,3,1,2,1
0,4,30,4,0,3108,1,5,4,3,1,4,3,33,3,2,2,2,1,1,1
