Creditability,Account.Balance,Duration.of.Credit..month.,Payment.Status.of.Previous.Credit,Purpose,Credit.Amount,Value.Savings.Stocks,Length.of.current.employment,Instalment per cent,Sex...Marital.Status,Guarantors,Duration in Current address,Most.valuable.available.asset,Age..years.,Concurrent.Credits,Type.of.apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
1,1,12,2,3,1051,1,3,4,3,1,2,2,29,1,2,2,4,1,2,1
1,4,18,3,0,7823,5,5,1,3,1,4,3,46,3,2,1,2,1,1,2
1,2,12,3,2,1413,3,5,2,2,1,4,2,37,1,2,2,3,1,1,1
1,4,18,4,1,2700,5,3,2,2,1,4,3,44,3,2,2,3,1,2,1
1,1,10,1,3,426,1,3,4,3,1,2,1,20,3,2,1,2,1,1,1
1,1,24,2,9,3397,5,3,3,3,1,2,3,21,3,2,1,1,1,1,1
1,2,24,4,5,3517,1,3,2,3,1,2,2,27,3,2,1,3,1,1,1
1,3,42,2,0,9040,1,5,2,2,1,4,4,44,3,2,1,3,2,1,1
1,3,21,4,6,1245,5,3,3,2,1,4,1,24,3,2,1,2,1,1,1
1,4,11,4,1,1245,1,4,4,2,1,4,3,47,3,2,2,2,1,1,1
1,2,24,4,1,2319,2,3,4,3,1,2,3,45,3,2,3,3,1,2,1
0,1,15,2,0,1978,1,3,4,4,1,2,2,47,3,2,1,3,2,1,1
0,2,30,2,0,5742,2,3,4,3,1,2,2,24,3,1,1,3,1,1,1
1,1,12,4,0,1881,1,4,4,2,3,2,1,64,3,2,2,2,1,1,1
1,4,9,2,2,978,1,3,4,3,1,3,1,30,3,2,2,3,1,2,1
1,1,30,2,2,4807,1,3,3,3,1,3,3,25,2,2,2,2,2,2,1
1,1,24,2,3,3191,5,3,4,1,1,2,1,39,2,1,1,3,1,1,1
0,2,24,2,2,1258,1,3,4,4,1,4,1,35,2,2,2,3,1,1,1
1,1,13,2,9,3106,2,5,4,3,3,1,2,27,3,1,1,3,1,1,1
1,2,18,2,3,1082,5,2,4,3,1,2,1,25,3,2,1,1,2,1,1
0,4,15,2,10,1592,2,5,2,3,1,4,3,23,2,2,1,3,1,2,1
1,2,24,4,9,2966,2,3,4,3,1,4,2,43,3,3,2,3,1,1,1
0,2,18,2,9,2399,1,5,4,4,1,4,3,43,3,3,1,4,1,2,1
1,2,9,2,0,2277,5,3,1,3,1,4,2,36,3,1,1,3,1,1,1
0,4,12,4,9,1501,1,5,2,2,1,4,3,36,2,2,2,3,1,1,1
0,2,15,4,8,1279,1,4,4,3,2,2,1,40,3,2,1,3,1,1,1
1,1,18,1,0,2244,1,5,3,3,3,1,3,40,3,2,1,2,1,1,1
1,1,12,2,3,1655,1,2,4,2,1,4,2,27,3,1,1,3,1,1,1
1,4,18,4,3,2600,5,5,4,2,1,4,2,26,1,2,2,3,1,1,1
0,2,36,2,3,4619,1,3,4,3,1,2,4,28,1,2,2,3,1,2,1
1,4,6,2,2,1105,5,5,4,3,2,4,2,36,3,2,2,3,1,1,1
1,1,12,2,9,708,1,3,4,3,1,3,2,74,3,2,2,2,1,1,1
1,3,12,1,2,1957,1,5,4,3,1,4,3,22,3,2,1,3,1,1,1
1,3,9,3,0,1163,5,3,4,2,1,2,1,21,3,1,1,3,1,1,1
1,2,24,2,10,1371,5,2,2,2,1,4,1,42,3,2,1,2,1,1,1
0,2,12,2,2,1278,5,4,4,3,1,4,1,25,3,2,1,3,1,1,1
0,4,24,2,6,2604,1,2,3,3,1,4,2,37,3,1,2,2,1,2,1
1,4,18,2,0,2745,1,2,2,3,1,4,3,25,3,2,1,3,1,1,1
1,4,36,2,4,8169,5,4,4,2,1,3,1,28,3,2,1,3,2,2,1
1,4,28,2,3,4110,2,4,1,2,2,3,3,24,3,2,2,4,1,2,1
1,1,9,2,3,2241,1,3,4,3,1,3,3,28,3,2,1,3,1,1,1
0,4,12,1,9,903,1,2,3,3,1,2,1,21,3,1,1,3,1,1,1
1,4,18,2,2,2227,4,3,4,2,1,4,3,40,3,2,1,3,1,2,1
1,4,30,2,9,4272,5,4,4,2,1,4,4,37,3,2,1,3,1,2,1
0,1,6,2,0,672,1,2,4,2,1,4,2,31,3,2,1,4,1,2,1
1,4,24,2,2,3867,1,3,2,2,1,4,3,42,3,2,1,3,1,1,1
1,3,15,4,0,3104,5,2,4,3,1,1,1,34,3,2,2,2,1,1,1
1,4,9,2,0,590,5,4,4,3,1,2,1,49,3,2,1,3,1,1,1
1,1,6,4,0,912,1,3,4,3,2,2,1,30,3,2,1,2,1,1,1
1,4,12,2,1,4816,1,5,2,2,1,4,1,52,3,1,1,3,1,1,1
0,4,6,0,3,2774,1,2,2,2,1,4,3,37,1,2,1,3,1,2,1
1,3,24,2,9,8081,1,3,2,3,1,4,4,27,3,2,2,4,1,2,1
1,2,15,2,1,2852,3,5,3,3,1,4,3,48,1,2,2,3,1,2,1
0,1,9,0,2,664,1,5,4,3,1,2,2,42,3,2,1,3,1,1,1
0,4,24,2,3,1927,5,3,2,3,1,4,1,41,3,2,2,3,1,1,1
1,2,12,2,0,2389,1,2,2,3,1,1,3,53,3,2,1,3,1,2,1
0,4,30,2,2,2246,1,3,4,2,1,3,3,28,3,2,1,3,1,1,1
1,2,36,2,0,1804,1,5,4,2,1,4,3,34,3,2,1,3,1,2,1
0,2,36,2,3,7243,5,3,2,3,1,4,4,42,3,3,1,3,1,2,1
1,1,12,4,0,748,1,4,1,3,1,2,1,36,3,2,1,3,2,1,1
1,2,9,4,6,1197,1,2,4,3,1,2,2,24,3,2,1,2,1,1,1
1,1,12,2,9,3298,1,5,2,2,1,4,4,46,1,3,2,3,2,1,1
1,1,24,4,0,7750,1,3,1,3,3,3,1,24,3,1,1,3,2,2,1
0,2,21,4,2,1352,1,3,2,3,1,3,1,25,3,2,2,2,1,1,1
1,1,12,1,3,2768,1,3,2,3,1,4,2,59,3,2,1,3,1,1,1
1,4,8,2,0,1553,1,2,4,4,1,1,3,29,3,2,1,3,1,2,1
1,3,48,2,3,9564,4,3,4,3,1,4,3,38,3,2,1,3,1,1,1
1,1,12,4,3,1534,1,3,4,1,1,2,1,24,3,1,2,3,1,2,1
1,3,12,2,9,1500,3,3,3,3,1,4,1,37,3,2,1,2,1,1,1
1,2,15,2,3,2613,2,2,3,4,1,3,3,26,3,1,1,3,2,2,1
1,4,36,2,3,1260,1,4,4,2,1,2,1,25,3,2,2,3,1,2,1
1,2,60,2,3,11009,5,3,4,3,1,3,3,25,3,2,3,4,1,2,1
1,1,24,2,0,908,1,5,4,1,3,4,3,33,2,2,1,2,1,1,1
0,4,10,2,4,976,1,3,3,3,1,2,3,39,3,3,1,3,1,2,1
0,1,12,2,0,2687,2,1,1,2,1,1,1,30,1,1,2,2,1,2,1
1,4,15,2,0,3887,5,5,2,3,1,3,2,32,3,2,1,3,1,1,1
1,1,48,2,1,3606,5,4,4,3,1,2,4,55,3,3,1,3,1,2,1
1,3,30,2,2,4111,1,2,3,3,1,4,2,45,1,2,2,2,1,2,1
1,2,12,2,3,1567,1,4,1,3,1,4,1,29,3,2,2,2,1,1,1
0,1,60,2,0,7503,1,4,4,2,1,4,4,41,3,3,2,4,1,2,1
0,2,48,4,3,3123,5,3,3,2,1,4,4,26,3,2,1,2,1,1,1
1,1,18,4,0,7328,3,5,3,3,1,3,4,37,2,3,2,3,1,1,1
1,4,12,4,3,9078,2,4,2,2,1,4,2,58,2,2,3,2,2,2,1
1,4,6,4,1,2302,3,4,4,3,3,2,1,51,3,2,1,3,1,1,1
1,4,36,4,6,1193,1,1,4,2,1,4,1,46,3,2,1,3,1,1,1
1,4,9,0,0,801,2,3,2,4,1,1,1,27,3,2,1,3,1,1,1
0,4,15,4,0,5074,1,2,4,3,1,2,2,39,3,2,3,3,1,2,1
1,2,42,2,3,7513,1,5,3,2,1,2,3,75,1,2,4,4,1,2,2
0,1,24,2,3,12688,1,1,2,2,1,2,4,27,1,3,1,3,1,2,1
1,1,24,1,3,5506,5,1,4,3,1,4,3,25,3,2,1,3,1,2,1
1,2,20,3,0,1178,1,5,3,3,1,3,1,38,3,2,2,2,1,1,1
1,1,24,2,0,1635,5,3,4,2,1,3,3,24,3,2,1,2,1,1,1
1,2,18,4,0,4211,1,5,1,4,1,4,3,60,3,2,2,3,2,2,1
0,1,36,4,3,5800,1,4,4,2,1,4,4,31,3,3,1,4,1,2,1
1,4,24,2,9,2970,5,5,4,2,1,4,3,49,2,3,2,3,1,1,1
1,1,15,2,0,4239,2,3,3,3,1,3,1,28,1,2,1,3,1,1,1
0,1,24,3,9,7814,1,3,2,3,1,3,3,36,3,2,1,3,1,2,1
1,4,18,0,1,3349,1,4,3,3,1,1,2,30,1,2,1,4,1,2,1
0,1,15,2,0,1823,3,3,2,4,3,4,2,66,3,2,1,3,1,2,1
0,3,30,2,2,6322,4,2,2,3,1,3,4,24,3,3,1,2,1,2,1
1,4,10,2,2,1069,1,4,4,3,1,1,2,33,3,2,1,3,1,1,1
1,1,12,2,3,1083,2,5,4,3,1,2,3,57,3,2,1,3,1,1,1
1,1,36,2,3,4041,5,3,1,2,1,4,3,45,3,2,2,3,1,1,1
1,1,24,2,0,3968,1,5,3,3,1,4,3,49,3,2,1,3,1,1,1
1,3,24,1,2,9570,2,4,2,2,1,2,4,28,1,2,1,3,1,2,1
1,4,12,2,0,1053,2,3,3,2,1,1,3,28,3,2,2,3,1,2,1
1,2,11,4,5,1297,4,3,4,2,1,2,3,40,3,2,2,4,1,1,1
1,1,36,2,1,1443,1,2,4,3,1,2,1,24,3,2,1,1,1,1,1
0,2,6,2,2,1216,1,4,4,4,1,2,2,36,3,2,1,2,1,1,1
1,4,12,4,2,1865,1,3,4,3,1,4,3,48,3,2,4,3,2,1,1
0,1,24,1,10,2421,5,5,3,3,1,2,3,33,3,2,1,3,1,1,1
1,4,18,4,2,1547,1,3,4,3,1,1,3,27,2,2,2,2,1,2,1
1,2,24,2,0,1924,3,3,4,3,1,2,2,25,3,2,1,2,1,1,1
0,1,12,2,1,1005,5,2,2,3,1,3,1,26,1,1,1,4,1,1,1
1,4,18,2,0,2997,5,3,3,1,1,2,1,28,3,1,2,3,1,1,2
1,1,48,2,9,8893,1,4,2,3,1,2,3,23,3,2,1,2,1,1,1
0,1,24,4,3,2983,1,3,4,3,1,2,1,45,3,2,1,3,2,1,1
1,4,12,3,1,1362,3,3,4,2,1,4,4,25,3,2,1,4,1,2,1
0,1,12,1,6,2297,1,2,2,1,3,3,2,42,1,1,1,3,1,2,1
0,2,24,4,0,3727,1,5,4,3,1,4,3,56,3,2,2,3,2,2,1
1,4,9,3,0,1364,5,5,4,1,1,2,3,37,3,2,1,3,1,1,1
1,4,24,0,0,4299,1,3,2,3,1,2,2,23,3,2,1,3,1,2,1
1,4,6,2,2,935,1,3,2,4,3,2,2,27,3,2,1,3,1,1,1
0,1,12,2,1,1473,3,1,3,3,1,2,4,32,3,2,1,2,2,2,1
1,4,12,0,10,1322,1,2,3,3,2,1,2,26,3,3,1,3,1,2,1
1,4,12,2,4,2629,1,5,2,2,1,3,2,65,3,2,2,4,1,1,1
0,4,9,3,1,3049,1,4,2,1,1,4,4,40,3,2,1,3,1,1,1
1,4,24,3,3,1408,4,4,4,2,1,3,2,39,3,2,2,3,1,1,1
1,4,36,4,9,1409,2,3,4,2,1,2,2,26,3,2,1,3,1,1,1
1,4,7,4,3,2549,1,3,3,3,1,3,3,30,3,2,2,3,1,1,1
1,1,12,3,3,1741,1,3,3,3,1,4,1,22,3,1,1,2,1,1,1
0,4,34,4,0,4272,1,3,3,3,1,4,1,47,3,2,2,3,1,1,1
0,1,18,3,2,2100,1,5,4,3,3,2,4,47,3,3,1,3,1,2,1
1,1,60,4,2,12694,5,3,2,3,1,2,3,23,2,2,2,2,1,1,1
0,4,24,1,6,5742,5,3,2,2,1,2,4,25,1,2,1,4,2,2,1
1,4,6,3,2,1047,3,4,2,3,1,4,4,63,2,2,2,3,2,2,1
1,4,9,2,3,1287,1,5,2,3,1,4,3,42,3,2,2,3,1,1,1
1,1,15,2,2,1319,3,5,4,2,1,4,1,27,3,2,1,3,1,1,1
1,3,9,1,0,936,1,1,4,3,1,1,3,53,3,2,1,3,2,2,1
1,4,18,2,9,4772,4,5,3,1,2,4,3,48,3,2,1,3,1,2,1
1,4,36,4,0,3356,2,4,4,2,1,4,3,37,3,2,2,3,2,1,1
1,2,21,2,2,2281,4,3,1,3,2,4,2,42,3,2,1,3,1,1,1
1,4,24,2,5,1372,4,5,4,4,1,4,1,50,3,1,2,2,1,1,1
1,1,18,3,0,1323,1,4,4,3,1,2,3,30,3,2,2,4,1,2,1
1,2,18,2,0,6051,1,4,1,3,1,4,1,25,3,2,1,3,1,1,1
1,3,21,2,6,2519,5,4,4,2,1,2,3,39,3,2,1,3,1,2,1
1,4,9,2,1,469,5,5,4,3,3,4,1,35,3,1,1,3,1,2,1
1,1,18,1,3,2576,1,5,4,4,1,2,3,47,3,2,1,3,1,1,1
1,4,18,0,0,1381,1,4,3,2,1,4,3,23,3,2,1,3,1,1,1
1,2,21,4,3,1374,1,4,4,2,1,3,1,42,3,2,2,2,1,1,1
0,4,24,2,2,4678,1,3,2,3,1,4,3,29,3,2,2,3,1,1,1
1,3,24,4,3,1977,1,3,4,3,1,2,2,25,2,2,2,3,2,2,1
1,1,6,4,3,1377,1,3,2,2,1,3,1,34,3,1,1,3,1,1,1
1,2,6,4,3,1128,1,2,4,4,1,4,3,33,3,2,1,3,1,1,1
1,4,21,2,1,5179,1,3,3,3,1,2,2,49,3,2,1,3,1,2,1
0,1,36,4,1,6466,1,4,4,3,1,2,2,37,3,1,4,3,1,1,1
1,4,9,2,2,5740,3,3,1,2,1,4,2,31,1,2,2,3,1,2,1
0,2,48,4,10,7824,1,2,2,2,1,4,2,47,1,2,2,3,1,2,1
1,4,12,2,6,1886,1,3,4,2,1,3,3,36,3,2,1,3,1,2,1
1,4,6,2,10,638,1,2,2,2,1,1,1,26,3,1,2,3,1,1,1
1,1,6,4,2,1424,1,3,2,3,1,2,1,31,3,2,2,3,1,1,1
1,4,18,4,0,3018,5,5,4,2,1,4,3,31,3,2,1,3,1,1,1
0,2,48,3,9,4146,1,4,4,3,1,2,4,54,1,2,2,3,2,1,1
0,4,12,2,1,2285,1,3,4,3,1,2,1,24,3,2,2,3,1,1,1
0,2,12,2,1,2893,1,1,1,3,1,1,3,22,3,2,1,4,1,1,1
0,1,15,2,3,7421,1,4,1,2,1,1,3,22,3,2,1,3,2,2,1
1,2,6,2,3,393,5,4,4,2,1,4,2,57,1,2,1,2,1,1,1
1,4,20,2,3,1287,2,4,4,3,1,4,3,39,3,3,1,3,1,1,1
1,3,24,2,9,3658,3,1,2,3,3,2,1,35,3,2,2,3,1,1,1
1,4,9,4,0,1393,1,3,4,3,2,1,1,27,3,2,1,3,1,1,1
1,4,29,2,3,9461,5,3,1,1,1,1,3,28,3,2,2,3,1,1,1
1,4,12,4,0,762,1,5,4,3,1,4,1,35,3,2,2,3,1,1,1
1,4,4,2,0,1512,1,3,3,3,1,1,1,26,2,2,1,2,1,1,1
1,4,18,2,3,1939,1,4,2,3,1,4,1,63,1,2,1,2,1,2,1
1,1,8,4,2,1549,1,2,2,3,1,2,1,35,3,2,1,2,1,1,1
1,1,18,4,9,3941,1,5,4,3,3,2,3,42,1,2,2,3,1,1,1
1,2,12,3,0,6861,5,5,1,2,1,2,4,36,3,2,2,3,1,1,1
1,4,11,4,3,1295,4,3,4,3,1,2,3,24,3,2,2,3,1,1,1
1,2,12,2,0,1817,1,4,2,4,1,4,3,42,3,2,2,3,1,2,1
0,1,18,3,2,1409,1,2,4,4,1,1,3,34,3,2,1,2,1,1,1
1,4,12,2,2,1993,1,5,1,2,1,1,1,24,3,1,1,2,1,1,1
0,4,18,1,3,2689,1,4,1,3,1,4,2,26,3,2,1,2,1,1,1
1,4,24,2,3,9010,3,3,1,3,1,4,3,26,3,2,1,3,2,1,1
1,1,15,3,2,424,1,3,4,3,1,4,1,34,3,1,2,1,1,1,1
1,1,24,4,1,1919,1,1,4,3,3,2,3,23,3,2,1,2,1,1,1
1,3,12,1,3,630,2,1,4,1,1,4,1,22,3,1,1,3,1,1,1
1,1,12,0,3,9944,1,1,1,2,2,2,4,40,1,2,1,3,1,1,1
1,4,45,2,3,2384,3,2,4,3,1,3,3,27,3,2,1,2,1,1,1
0,1,24,2,9,1941,5,5,4,3,1,2,2,28,3,1,1,2,2,1,1
1,1,15,4,9,1352,4,5,4,3,1,4,1,36,3,2,2,1,1,1,1
1,4,24,4,0,8779,2,4,3,2,1,1,2,29,3,1,2,4,1,2,1
1,4,12,4,0,1817,5,2,2,3,1,2,1,23,3,2,1,2,2,1,1
0,1,24,2,0,4413,5,3,3,2,1,2,3,26,3,2,1,3,2,1,1
0,4,36,4,3,7728,4,4,4,3,1,2,2,30,2,1,2,4,1,1,1
1,2,52,4,2,1940,1,5,4,1,1,2,3,35,3,2,1,3,1,1,1
1,1,36,4,2,10132,1,4,1,3,1,2,3,43,3,2,2,3,1,1,1
1,1,18,0,2,1262,1,3,4,3,1,2,2,34,3,2,1,3,1,1,1
1,2,36,4,5,14660,2,5,4,2,1,1,3,32,3,2,2,3,1,2,1
1,4,24,3,2,7607,1,5,2,3,1,4,4,40,3,2,3,3,2,1,1
1,4,15,2,9,751,4,4,2,4,1,3,1,59,3,2,2,3,2,2,1
1,1,20,4,0,3708,1,5,2,4,1,2,2,39,3,1,2,3,1,2,1
1,1,18,2,2,4594,1,1,2,2,1,4,4,24,1,2,1,3,1,2,1
1,4,12,2,9,717,5,5,4,3,1,2,1,34,1,1,1,3,1,2,1
0,1,24,2,0,8085,4,3,3,2,1,4,3,23,3,2,1,3,1,2,2
0,1,24,2,6,5017,5,5,1,3,1,4,2,46,3,2,1,3,1,2,1
1,2,60,2,9,7471,1,3,4,1,2,2,4,32,1,2,2,4,1,2,1
1,4,36,2,0,3812,1,2,3,1,1,4,3,20,3,2,1,3,1,1,1
1,1,12,0,0,2710,1,3,3,2,1,3,3,20,3,1,1,4,1,1,1
1,2,18,2,5,1475,1,3,4,4,1,4,1,31,3,2,1,3,1,1,1
0,1,14,4,2,1262,1,1,4,3,1,2,2,25,2,2,2,3,1,2,1
0,1,60,2,0,14846,1,1,2,3,1,2,3,23,3,2,1,4,1,2,1
1,4,12,2,0,1372,5,3,4,2,1,4,2,57,3,2,2,4,1,2,1
1,2,24,2,2,2443,1,3,4,4,1,3,1,40,3,2,1,3,1,2,1
1,2,30,2,6,2962,1,5,4,2,1,4,4,60,3,3,1,3,1,2,2
1,4,24,3,2,8881,5,3,2,2,1,4,1,27,3,1,2,3,1,2,1
0,1,15,2,3,1533,1,3,4,3,1,1,2,20,3,2,1,2,1,1,1
1,4,12,2,1,718,1,4,2,3,1,2,2,20,3,2,1,2,1,1,1
1,2,24,3,10,2149,3,5,4,2,1,2,3,43,3,2,2,2,1,2,1
1,2,24,4,3,3832,1,5,4,3,1,4,2,42,3,2,2,4,1,1,1
1,1,18,2,3,2572,4,2,1,2,3,4,1,31,3,2,1,2,1,1,1
1,1,27,2,0,3193,1,5,3,3,1,4,1,29,3,2,2,3,1,2,1
1,2,21,2,3,3059,1,3,3,3,1,4,4,43,1,2,1,4,2,1,1
0,4,48,3,9,5502,1,5,4,3,3,4,3,52,3,3,1,3,1,1,1
1,4,12,4,1,1365,1,2,1,3,1,2,1,60,3,2,3,3,1,1,1
0,1,30,2,2,2661,1,3,4,2,1,4,4,27,3,2,2,3,1,2,1
1,4,30,1,1,8486,5,4,4,2,1,1,4,41,1,3,1,4,1,1,1
0,1,10,2,0,1231,1,1,3,1,1,3,3,27,3,2,2,3,1,2,1
0,4,48,0,0,4795,1,5,4,3,1,2,3,27,3,2,2,4,1,2,1
1,1,24,4,3,6073,1,3,1,2,1,3,1,44,3,2,2,2,1,1,1
1,4,36,2,3,2202,4,4,4,4,1,4,4,52,3,2,1,3,1,2,1
1,2,36,2,0,3566,1,2,4,2,2,2,1,54,2,2,1,2,1,1,1
0,1,24,4,6,2059,1,3,4,3,1,4,4,30,3,3,2,3,2,2,1
1,1,27,2,9,10821,1,4,2,1,1,4,4,31,3,3,1,3,1,1,1
1,1,12,2,1,2081,1,1,1,2,1,3,1,24,3,1,1,2,1,1,1
1,1,11,4,2,1478,5,3,4,3,1,2,3,58,3,2,1,4,2,2,1
0,1,18,2,1,4665,1,3,4,2,1,4,2,33,3,2,2,4,1,2,1
1,1,18,4,2,1546,1,4,3,3,2,1,1,30,3,2,2,3,1,2,1
1,4,10,3,2,2186,1,2,4,2,1,2,2,37,3,2,1,3,1,2,1
1,1,36,2,6,5376,1,5,4,2,1,4,4,46,3,2,1,4,2,2,1
1,4,6,4,3,518,5,5,4,2,1,3,1,35,3,2,1,3,1,2,1
1,4,8,1,3,1767,1,1,2,3,1,1,1,21,2,1,1,4,1,1,1
1,4,12,3,3,865,4,2,4,2,1,2,2,30,3,2,1,1,1,1,1
1,2,24,4,2,3552,1,5,4,2,1,4,4,52,3,3,1,3,1,2,1
0,2,18,3,3,4619,1,3,4,2,1,4,1,31,3,1,1,4,1,1,1
1,2,6,2,6,743,1,5,2,3,1,2,1,52,3,2,2,3,1,1,1
1,1,12,2,10,1567,1,5,2,3,1,2,1,35,3,1,2,3,1,1,1
1,4,36,4,0,3446,2,3,4,2,1,4,3,30,3,2,1,3,1,1,1
1,2,27,2,2,1409,2,2,1,3,1,3,2,20,3,1,1,2,1,1,1
1,1,7,0,1,1473,1,1,1,2,1,1,3,37,3,3,1,3,1,1,1
1,2,9,2,2,3914,1,2,1,3,1,4,3,28,3,2,1,4,1,2,1
0,2,36,4,0,1964,1,5,4,3,1,1,3,30,3,2,1,4,1,1,1
0,2,24,0,3,7712,1,2,1,3,1,2,3,35,1,2,1,3,2,2,1
0,2,15,4,2,1275,5,5,3,2,1,1,2,35,1,2,1,3,2,1,1
0,4,15,2,2,1601,1,2,4,2,3,1,2,36,2,2,1,4,1,2,1
0,1,32,2,3,9313,1,3,1,3,1,4,2,23,3,2,1,4,1,1,1
1,4,24,4,3,3612,5,4,4,3,3,4,3,36,3,2,1,3,1,2,1
0,2,24,2,3,10130,5,2,1,2,1,4,1,25,1,2,1,3,1,1,1
1,4,18,1,3,2212,2,5,1,3,1,4,4,37,3,3,1,4,1,2,1
1,4,60,2,9,3591,5,5,3,2,1,1,3,24,3,2,1,3,1,2,1
1,4,7,4,2,3590,1,3,3,3,3,2,1,48,3,2,1,3,1,1,1
1,1,24,2,1,2098,3,2,3,3,1,4,3,21,3,2,1,2,1,1,1
1,1,24,4,3,3644,1,5,4,2,1,4,4,20,1,2,2,4,1,2,1
0,1,33,4,2,1683,1,3,4,2,1,2,1,45,3,1,1,3,1,1,1
1,1,6,2,9,717,1,3,3,3,1,3,1,42,1,2,1,2,1,1,1
1,2,36,4,2,1595,1,3,4,2,3,2,3,34,3,1,2,3,1,2,1
1,4,12,4,2,887,1,3,4,2,1,2,1,24,3,1,1,3,1,1,1
1,4,6,4,3,1473,5,3,1,4,1,1,1,34,3,2,2,2,1,1,1
0,1,18,2,3,2116,1,2,2,3,1,2,1,35,3,2,1,2,2,1,1
1,4,9,4,0,1827,5,5,2,3,1,2,3,26,3,2,1,2,1,2,1
1,4,36,2,2,1217,3,3,4,3,1,4,4,27,3,2,2,2,2,1,1
1,1,48,4,3,8084,1,5,2,4,1,4,4,36,3,3,1,4,1,2,1
1,1,24,4,0,8085,5,3,2,3,1,2,4,33,3,2,1,3,1,2,1
1,4,24,2,3,1773,1,3,4,2,1,4,3,33,3,2,1,2,1,1,1
0,2,15,2,0,1998,2,1,4,3,1,4,1,33,3,2,1,4,1,1,1
0,2,9,2,0,1364,1,4,3,3,1,2,1,45,3,2,1,3,2,1,1
1,2,21,4,0,1801,5,5,4,3,1,4,4,25,1,2,1,4,1,1,1
1,4,12,4,5,1381,5,5,4,2,1,4,1,35,3,1,2,3,1,1,1
0,1,48,2,0,2610,2,3,4,2,1,4,2,32,3,2,1,2,1,1,1
1,4,24,4,4,3415,1,5,4,3,1,4,2,44,3,2,4,3,2,1,1
1,1,6,4,3,1040,4,3,1,3,1,4,2,74,1,2,2,3,1,1,1
0,1,12,0,5,3806,1,3,2,4,1,1,3,30,1,2,1,3,2,1,1
1,3,9,2,0,1420,2,3,4,3,1,2,2,28,3,2,1,3,1,2,1
1,2,48,2,1,11790,4,2,3,3,1,3,3,31,3,2,1,3,1,2,1
1,2,10,3,9,2383,1,5,2,3,1,4,4,40,3,2,1,3,1,1,1
1,1,30,1,2,7683,1,1,3,3,1,2,3,42,3,2,1,4,1,2,1
0,1,18,2,3,3398,2,3,4,2,1,3,3,28,3,2,1,3,1,1,1
0,2,12,2,8,2475,4,2,4,3,1,2,2,35,3,2,1,3,1,1,1
1,4,12,3,3,1398,5,3,3,3,1,1,3,28,3,2,1,3,1,2,1
1,4,4,2,0,3181,1,3,1,3,1,2,2,43,3,1,1,3,1,2,1
0,1,42,3,3,5088,1,5,3,2,1,4,4,36,3,3,2,3,1,1,1
1,4,12,1,3,1226,1,3,3,2,1,3,2,22,3,2,1,2,2,1,1
1,2,15,4,0,2206,1,2,2,3,1,4,1,41,3,1,2,2,1,1,1
1,2,60,3,3,11921,5,5,4,2,1,2,4,35,3,2,1,3,1,2,1
1,4,12,1,3,5652,5,5,3,3,1,4,3,64,3,2,1,3,1,2,1
0,3,12,4,3,1418,2,3,4,3,1,1,3,29,3,2,1,3,1,1,2
1,2,18,3,2,1366,1,5,4,2,1,2,1,74,3,2,1,3,1,2,1
1,2,12,1,3,3392,3,5,3,2,1,2,1,25,1,2,1,3,1,2,1
1,2,15,2,9,1042,4,4,4,3,1,4,1,33,3,2,1,2,1,1,1
1,4,21,2,0,1478,1,4,4,3,1,3,3,31,3,3,2,3,1,1,1
1,4,18,4,3,3626,1,2,4,2,1,3,3,27,3,3,1,3,1,1,1
1,4,12,4,3,865,5,5,2,2,1,2,4,42,3,3,2,2,1,2,1
1,1,30,4,9,9004,1,3,3,2,1,4,3,65,3,3,1,3,1,1,2
1,1,18,1,3,1344,2,2,4,3,1,3,2,24,1,2,1,3,1,1,1
1,2,12,0,6,528,1,3,4,3,1,4,1,22,3,2,1,2,1,2,1
1,4,15,4,3,2444,2,3,4,2,1,4,2,53,3,2,1,3,1,1,1
1,4,24,2,2,5104,4,2,1,3,2,2,1,27,3,1,1,2,1,2,1
1,2,15,2,3,1536,1,3,4,3,1,1,3,47,3,2,1,3,1,2,1
1,4,21,3,0,2404,5,3,4,1,1,2,4,35,2,2,1,3,1,2,1
1,3,24,1,0,2745,4,4,4,3,1,2,2,37,3,2,1,3,2,1,1
1,4,10,4,5,900,5,5,4,1,1,3,3,50,1,2,1,3,2,2,1
0,1,30,2,0,1987,5,2,4,3,1,4,4,27,3,2,1,3,1,2,1
1,1,12,2,1,1480,1,4,4,2,1,4,4,51,3,3,1,4,1,2,1
1,4,12,4,0,1914,1,2,1,3,1,2,3,28,3,2,1,3,1,1,2
1,2,12,2,3,2684,1,4,2,4,1,2,3,24,3,2,1,3,1,1,1
0,3,12,2,3,1327,1,5,4,3,1,4,2,49,3,2,2,3,1,1,1
1,2,15,2,2,3078,4,5,1,2,1,3,3,31,3,2,1,4,1,2,1
1,2,24,2,6,12099,1,2,1,2,1,3,1,41,3,2,1,3,1,2,1
1,2,18,3,2,3973,1,3,4,3,1,2,2,48,1,2,1,4,1,1,1
1,2,39,2,9,1744,1,5,4,2,1,1,4,23,3,2,1,3,1,1,1
0,1,18,3,0,1262,1,3,4,3,1,1,4,27,3,2,1,3,1,1,1
1,4,6,3,3,1157,5,3,4,4,1,3,3,33,3,2,2,3,2,1,1
0,2,21,3,8,1253,1,3,3,3,3,4,3,40,3,2,2,2,1,1,1
