Creditability,Account.Balance,Duration.of.Credit..month.,Payment.Status.of.Previous.Credit,Purpose,Credit.Amount,Value.Savings.Stocks,Length.of.current.employment,Instalment per cent,Sex...Marital.Status,Guarantors,Duration in Current address,Most.valuable.available.asset,Age..years.,Concurrent.Credits,Type.of.apartment,No of Credits at this Bank,Occupation,No of dependents,Telephone,Foreign Worker
1,2,10,1,3,887,1,5,3,3,1,4,3,25,3,2,1,3,1,1,1
1,4,24,0,9,2356,5,3,3,4,1,2,1,36,3,1,1,3,1,2,1
1,4,18,3,6,3565,5,1,1,2,1,3,1,30,3,2,2,3,1,1,1
1,4,10,2,3,1371,5,4,3,2,1,4,1,31,1,1,2,2,1,1,1
0,2,11,1,3,1206,2,1,3,3,1,1,1,29,1,2,1,3,1,1,2
0,1,45,2,2,14643,1,2,2,2,1,3,4,26,3,2,1,3,1,2,1
1,3,15,3,3,2672,3,4,1,2,1,3,1,27,3,1,2,2,1,1,1
1,3,24,2,2,3499,1,3,4,2,1,4,2,55,3,2,2,3,1,2,1
1,2,15,2,0,2378,2,2,2,4,1,2,1,25,3,1,1,2,1,2,1
0,1,8,2,0,726,1,5,4,2,1,4,2,65,3,2,1,2,2,1,1
0,2,48,2,1,10643,1,4,1,2,3,2,2,44,1,2,1,4,2,1,1
0,4,24,3,3,615,2,2,4,3,1,4,1,27,3,2,1,2,1,1,1
1,4,9,4,0,4860,5,3,1,3,1,1,3,50,3,3,2,3,2,1,1
1,2,6,3,0,338,2,4,4,3,1,3,3,58,3,2,1,3,1,2,1
1,2,27,2,9,1904,1,2,4,3,2,2,1,39,1,2,1,3,1,2,1
1,4,12,2,2,4004,1,5,2,2,1,3,2,39,3,1,2,3,1,1,1
0,4,27,2,3,3510,1,3,3,3,1,3,4,25,1,2,1,3,1,1,1
1,1,24,4,3,2579,1,5,1,2,1,4,3,30,3,2,2,3,1,1,1
1,1,12,2,0,874,1,3,4,3,1,2,1,34,3,2,1,4,1,1,1
1,4,21,2,2,2222,3,3,1,3,1,2,1,48,3,2,1,3,1,1,1
1,2,12,2,2,2962,5,3,2,2,1,2,1,29,1,1,1,3,1,1,1
0,1,21,3,1,4603,1,3,1,3,1,4,4,55,3,2,2,3,1,2,1
0,2,10,1,9,2177,1,3,1,2,1,4,2,34,2,2,1,4,2,2,1
1,1,36,2,1,14134,1,2,1,3,1,3,3,23,3,2,1,3,2,2,1
1,4,6,4,9,1231,5,3,4,3,1,2,2,38,3,2,2,3,1,2,2
1,1,24,2,3,1378,1,3,3,3,1,2,2,36,3,2,1,3,1,1,1
0,4,36,2,0,2759,1,5,4,3,1,4,1,36,3,1,1,3,1,2,1
1,4,40,2,3,7802,5,3,4,4,3,4,2,33,3,2,1,4,1,2,1
1,2,6,4,0,426,1,4,4,3,1,4,1,43,3,2,1,3,1,1,1
1,2,15,3,2,1486,2,5,4,3,1,4,2,32,3,2,1,2,1,1,1
1,2,12,2,2,1301,5,4,4,2,1,2,3,37,3,2,1,3,1,2,2
1,2,36,3,3,5821,3,3,4,3,2,2,3,36,3,3,1,2,1,1,1
0,1,48,2,0,10595,5,3,3,2,1,4,3,30,1,2,1,4,1,2,1
0,4,10,2,8,1858,1,3,1,2,1,2,3,33,1,2,2,3,2,2,1
0,1,48,2,2,5483,1,2,4,3,1,2,1,24,3,2,1,3,1,1,1
0,2,42,4,0,5322,1,2,1,3,1,2,4,26,3,2,1,3,1,2,1
1,1,27,0,3,4110,1,3,3,3,1,2,2,36,2,2,1,3,1,1,1
1,2,6,4,0,1258,4,3,2,3,1,4,1,29,3,2,1,3,1,1,1
0,4,8,2,3,796,1,3,2,3,1,2,1,23,3,2,1,2,1,1,1
1,4,21,4,2,3660,1,1,4,3,1,3,2,56,3,2,2,3,2,2,2
1,2,24,4,6,4151,1,5,2,2,1,4,2,29,3,2,1,4,1,2,1
1,2,18,2,0,1756,5,3,4,3,1,3,2,26,3,2,1,3,1,1,1
1,1,6,2,0,1600,2,3,4,3,1,4,2,39,3,2,1,3,1,1,1
1,2,12,2,6,1602,5,3,2,3,1,4,3,32,3,2,2,3,1,2,1
1,1,36,2,3,13979,4,4,2,3,1,4,3,21,3,2,1,3,1,1,1
1,4,12,4,3,1964,1,5,4,3,1,4,4,30,3,3,1,3,1,2,1
1,4,36,2,9,1789,3,4,4,2,1,4,2,31,2,2,1,4,1,2,1
1,4,20,4,2,2074,5,3,4,2,1,3,4,31,3,2,1,4,1,1,1
0,2,48,3,3,10133,1,4,2,3,1,2,3,43,3,2,1,4,1,2,1
1,1,12,2,3,3654,1,4,2,3,1,3,3,52,3,2,1,3,1,1,1
1,4,12,2,0,1204,1,3,2,2,1,2,2,26,3,2,1,2,1,1,1
1,1,24,4,3,3995,1,4,4,1,1,4,3,25,3,2,2,3,1,2,1
1,1,15,3,6,2388,2,4,2,2,1,2,2,26,3,1,1,3,1,1,1
1,3,10,2,3,4742,2,2,2,2,1,2,2,30,3,2,1,3,1,2,1
0,1,24,2,0,3863,1,4,4,3,1,4,2,44,3,2,1,3,2,2,1
0,1,20,2,2,4243,1,2,2,2,1,2,1,23,3,1,1,2,1,1,1
1,3,12,2,2,1311,5,3,4,2,1,1,2,28,3,2,1,3,1,1,1
1,4,18,2,3,3431,4,3,4,3,1,4,3,43,3,3,1,3,2,1,1
0,4,6,2,9,1330,1,4,4,3,1,4,2,35,3,2,1,4,1,2,1
1,1,6,2,0,931,5,4,2,3,2,4,2,35,3,2,1,2,1,1,1
0,2,12,2,10,1061,5,2,4,2,1,3,3,20,3,2,1,3,1,2,1
0,1,12,3,0,1162,5,3,4,2,1,3,1,35,3,1,2,2,1,1,1
1,2,18,4,0,3667,1,3,2,3,1,2,3,40,3,1,1,4,1,2,1
0,1,30,2,10,2346,5,5,4,2,1,2,4,59,1,2,2,3,1,1,1
1,4,9,2,0,2031,1,4,1,3,1,4,2,24,1,2,2,2,2,2,1
1,2,6,2,3,1570,3,4,2,2,1,1,3,34,3,3,2,2,2,1,1
1,4,9,4,2,3654,1,5,1,4,1,4,3,29,1,1,1,3,1,1,1
0,2,24,3,0,11042,1,1,3,3,1,2,3,46,3,2,1,3,1,1,1
1,2,6,2,4,1542,2,3,2,3,1,4,1,50,2,2,1,2,1,1,1
1,4,15,4,0,4841,5,3,2,3,1,4,1,33,3,1,2,3,1,2,1
1,2,24,2,3,4454,5,4,4,2,1,3,3,34,3,2,2,4,1,2,1
1,4,6,2,0,1203,4,3,1,2,1,2,1,26,3,1,1,3,1,1,1
1,3,21,2,3,679,1,4,4,1,1,4,2,26,1,2,1,3,1,2,1
1,1,12,2,3,633,1,5,2,3,3,3,1,37,3,1,1,3,1,2,1
0,2,39,2,2,3730,1,3,2,3,1,4,3,38,3,2,1,4,1,2,1
1,1,12,4,3,574,1,3,4,3,1,2,1,32,3,2,1,3,2,1,1
1,2,15,4,1,1940,1,5,2,3,1,4,1,33,3,2,2,4,1,1,1
1,4,6,4,0,1420,1,5,4,4,1,1,1,40,3,2,1,2,1,1,1
1,1,24,2,0,8646,1,1,2,3,1,2,3,27,3,2,2,3,2,1,1
0,4,24,0,1,1344,4,4,4,2,2,2,2,35,3,2,1,2,1,1,1
1,2,18,4,0,6530,1,3,2,2,1,3,3,35,3,2,2,3,1,1,1
1,4,24,2,3,1347,1,3,4,3,1,2,2,27,3,2,1,3,1,1,1
1,1,24,2,3,1381,1,3,4,3,1,3,3,46,3,2,1,4,1,2,1
1,2,24,1,2,4592,5,3,3,2,1,3,4,29,3,2,1,4,1,2,1
1,4,12,3,1,1209,2,3,4,3,1,4,4,42,3,2,1,3,1,2,1
1,4,14,2,1,1003,1,3,4,2,1,3,2,28,3,1,1,3,1,2,1
0,1,24,4,0,2259,5,4,4,2,1,4,2,35,3,2,1,3,1,1,1
1,1,6,4,2,1308,1,4,3,2,1,2,2,36,3,2,1,3,1,1,1
1,4,12,2,3,1222,1,2,4,3,1,2,4,26,3,3,1,3,1,2,1
0,1,36,2,3,2781,1,3,2,2,2,4,3,25,2,2,2,2,1,1,1
1,2,24,1,3,3496,1,5,4,3,1,1,3,34,3,3,1,3,1,1,1
0,1,45,2,3,9566,5,2,4,4,2,1,1,22,1,1,1,3,1,1,1
1,2,9,1,3,1152,1,3,1,2,1,3,1,34,3,2,1,3,1,1,1
1,4,12,4,0,3979,1,5,4,2,1,4,2,36,3,2,1,4,2,2,1
1,1,18,2,3,865,1,3,3,3,3,3,2,67,3,2,2,3,1,2,2
1,4,12,4,0,2212,5,5,4,2,1,4,1,34,3,1,2,3,1,1,1
0,4,27,2,3,4681,1,5,1,3,1,1,4,32,3,2,1,3,1,1,1
0,1,24,2,0,2863,1,3,1,2,1,4,3,49,3,3,1,2,1,1,1
1,4,21,4,3,4235,1,4,1,4,1,2,3,26,3,2,2,3,1,2,1
0,1,6,2,1,733,1,4,2,3,1,1,2,46,3,2,1,2,1,1,2
0,3,30,3,3,11578,1,4,2,3,1,4,4,41,3,2,2,3,1,2,1
0,1,24,2,3,3617,1,5,2,3,1,4,4,35,3,3,1,4,1,1,1
0,1,18,1,1,3390,1,2,3,3,1,2,2,48,3,2,1,3,2,1,1
1,4,12,2,2,1264,1,2,4,3,1,3,1,38,3,2,1,2,1,1,1
0,2,36,2,3,3143,1,2,4,4,1,1,2,32,3,2,2,3,1,1,1
1,4,27,4,9,3573,5,5,4,3,3,4,2,74,3,2,1,2,1,1,1
1,4,24,2,3,1813,1,3,2,3,1,3,4,23,3,2,1,2,1,1,1
1,3,30,2,2,7156,1,2,2,3,1,2,1,30,3,2,1,4,1,2,1
1,1,10,2,0,1557,3,5,4,3,2,4,2,37,3,2,1,3,1,1,2
1,2,24,2,0,1822,1,5,3,3,1,4,2,27,3,2,1,3,1,1,1
1,2,36,2,0,2346,5,2,3,3,1,3,4,40,1,3,1,3,1,1,1
0,4,48,2,0,6739,1,3,4,3,1,1,2,34,1,2,1,4,1,2,1
1,1,24,2,1,1550,5,2,4,3,1,1,2,37,3,2,1,3,1,2,2
0,1,18,4,9,1940,1,1,3,2,1,1,2,25,3,1,2,3,1,1,1
1,3,24,2,3,1497,1,5,4,3,1,4,3,24,2,2,2,2,1,1,1
1,4,18,4,1,4708,2,5,2,3,3,4,3,34,3,2,1,3,1,2,1
1,4,12,4,3,1322,1,5,4,3,1,3,1,35,3,1,2,4,1,1,1
1,4,27,4,3,3113,1,4,2,3,1,3,3,51,3,2,3,4,1,2,1
0,4,12,2,9,1354,5,5,4,2,2,3,4,65,3,2,1,2,1,1,1
0,1,27,2,0,10967,1,1,1,3,1,4,2,23,2,1,1,3,1,1,2
0,1,18,2,6,3384,1,5,2,2,1,4,3,30,3,2,1,2,1,1,1
0,4,15,2,8,1478,1,5,4,4,1,4,2,33,3,2,1,2,1,1,1
1,4,15,2,6,1049,1,1,2,3,1,2,1,24,3,1,1,3,1,2,1
1,4,18,3,3,3765,1,2,3,3,1,2,1,40,1,2,1,3,1,1,1
1,1,36,4,0,1543,1,3,2,3,1,4,3,34,3,2,2,3,2,1,1
1,4,24,2,9,2513,2,4,2,3,1,3,1,26,3,1,2,3,1,1,1
1,3,12,2,1,1030,1,5,1,1,3,3,1,29,3,1,1,2,1,1,1
1,2,15,2,4,1163,5,5,4,3,1,4,3,35,3,2,1,3,1,1,1
1,3,44,0,3,7123,3,1,3,3,1,1,1,40,1,2,2,3,1,2,1
0,2,18,2,3,6075,5,5,2,2,1,2,3,60,3,2,1,3,1,1,1
1,1,24,4,0,1921,1,5,4,1,1,4,3,36,3,2,1,3,1,1,1
1,2,9,2,0,1179,3,5,3,2,1,4,3,47,3,2,1,2,2,1,1
1,4,6,2,9,1998,5,2,4,3,1,2,2,39,3,2,2,3,1,1,2
1,2,24,4,2,5507,1,3,4,3,1,4,3,31,3,2,3,3,1,2,1
1,4,6,2,3,691,5,3,4,3,1,4,3,35,3,2,2,3,1,1,1
0,2,24,2,2,1413,1,4,4,3,1,2,1,47,3,2,1,3,1,2,1
0,1,30,2,4,10454,4,1,2,3,1,1,2,33,3,2,1,3,1,2,1
1,1,10,2,0,1169,1,2,4,2,1,4,3,23,3,1,1,3,1,1,1
0,4,24,3,9,3963,1,5,2,3,1,2,3,29,3,2,2,4,1,2,1
1,4,12,4,0,2311,5,5,1,3,1,1,3,34,3,2,2,2,2,1,1
1,2,12,2,2,1103,1,2,4,3,1,4,3,21,3,2,1,3,1,1,1
1,1,12,2,1,1881,1,1,4,2,1,1,3,30,3,3,1,3,1,2,1
1,1,24,2,2,3659,1,4,2,2,1,1,1,30,3,1,1,3,1,2,1
1,2,9,2,0,520,1,2,4,3,1,4,1,47,3,3,2,2,2,1,1
0,1,48,4,0,7443,1,5,1,3,1,4,4,57,3,3,2,3,1,1,1
1,1,24,2,3,5032,2,5,2,3,1,4,3,28,3,2,1,3,1,2,1
0,4,36,0,2,9569,1,3,4,1,1,3,4,35,3,2,1,4,1,1,1
1,2,24,3,3,11926,1,5,1,2,1,3,3,28,3,2,1,3,1,1,1
1,4,12,2,3,2063,1,4,4,3,1,2,3,34,3,3,1,3,1,2,1
0,3,9,3,3,2333,3,4,1,1,1,2,1,41,3,1,1,3,1,2,1
1,2,12,4,0,2007,3,3,4,3,1,1,1,60,3,2,1,3,1,2,1
0,2,12,3,6,1237,2,5,4,3,1,4,3,27,3,2,1,3,1,2,1
1,1,9,4,0,339,1,5,3,3,1,2,1,26,3,2,1,2,1,1,1
1,2,12,4,3,3397,1,3,4,3,2,4,3,32,1,2,2,3,1,1,1
1,1,24,4,3,3484,1,5,4,3,1,4,1,65,3,2,1,3,1,1,1
0,2,18,2,2,1285,2,3,3,3,1,4,2,26,3,2,1,2,1,2,1
0,1,15,2,1,1404,2,1,4,2,3,1,1,25,3,2,1,3,1,1,1
1,4,12,2,8,911,5,4,4,3,1,3,1,29,3,1,2,3,1,1,1
0,3,12,3,3,1237,1,2,2,2,1,1,3,24,3,2,1,3,1,2,1
0,2,12,2,2,897,3,5,4,2,2,1,4,54,2,3,1,3,2,1,1
1,4,12,4,2,1544,1,3,3,2,1,3,2,54,3,2,1,3,1,2,1
1,2,12,2,0,1168,1,3,4,4,1,2,1,47,3,2,1,1,1,1,1
1,4,24,2,2,7297,5,3,4,3,1,3,1,27,3,1,1,4,1,2,1
0,4,24,2,3,4526,2,3,2,3,3,2,1,35,3,1,1,4,2,1,1
1,2,24,2,1,7169,1,3,2,2,1,1,3,50,1,2,1,3,1,2,1
1,4,41,2,3,2385,4,1,3,3,1,2,2,23,3,2,2,3,1,1,1
1,4,24,0,6,1415,1,2,1,3,1,2,2,24,3,2,1,1,1,1,1
1,4,24,4,9,3042,1,4,4,2,1,2,2,26,3,2,2,2,1,2,1
0,4,12,2,0,1154,2,5,4,3,1,2,2,40,3,2,1,3,1,1,1
1,2,9,4,2,1123,1,3,4,3,1,3,1,37,2,2,1,2,1,1,1
0,3,27,4,5,2132,1,2,2,2,1,3,3,42,3,2,2,3,1,2,1
0,4,12,2,2,6599,1,3,3,2,1,3,2,30,3,2,1,2,1,1,1
1,2,24,4,1,1835,1,5,4,3,1,4,3,42,2,2,4,2,1,1,1
1,4,18,3,6,1968,1,5,4,4,1,2,1,33,1,2,1,4,2,1,1
1,2,6,2,3,698,1,1,4,1,1,1,1,22,3,1,1,2,1,1,1
1,4,6,3,0,700,1,3,1,3,1,3,1,24,3,2,1,3,1,1,1
0,1,10,2,0,458,1,5,4,2,1,4,2,46,3,2,1,2,1,1,1
1,4,21,3,3,805,1,4,4,3,1,2,3,27,3,2,1,2,1,1,1
0,4,24,2,2,2610,2,3,4,3,1,1,3,20,3,2,2,3,1,1,1
0,3,21,2,0,4168,5,3,4,2,1,4,2,53,3,2,2,2,1,1,1
1,4,24,2,9,2302,1,2,2,4,1,4,2,20,3,1,1,3,1,1,1
1,2,30,1,2,842,1,3,4,2,1,4,2,20,3,2,1,3,2,2,1
1,1,24,2,4,6191,5,4,1,2,1,4,3,33,3,2,1,3,1,1,1
0,2,36,2,2,3778,1,1,2,4,1,4,3,28,3,2,1,3,1,1,1
1,1,9,3,0,1572,1,4,1,3,1,4,3,38,3,2,1,2,2,2,1
0,2,33,2,3,1951,1,3,4,4,1,2,1,22,3,1,1,3,1,1,1
1,4,48,1,0,8898,1,4,4,3,2,4,2,39,3,2,1,4,1,1,1
1,4,24,4,1,3757,1,4,4,3,1,2,3,24,3,3,2,4,1,1,1
1,1,18,4,2,5096,5,3,2,2,1,2,2,32,3,2,2,2,1,1,1
1,4,9,4,0,1442,1,5,2,2,1,4,1,37,3,2,2,3,2,1,1
1,3,48,4,0,7273,5,3,3,3,1,1,3,29,3,2,2,2,1,1,1
0,3,36,2,2,8626,1,4,4,3,1,2,3,47,1,2,2,3,1,2,1
0,2,18,2,6,1084,1,2,4,3,1,2,4,32,1,2,1,3,1,1,1
1,1,24,2,0,3123,5,1,1,3,1,2,4,22,3,2,1,3,1,2,1
1,4,6,3,2,1216,3,2,2,3,1,3,3,57,3,2,1,3,1,2,1
0,1,18,2,3,3609,1,4,2,3,1,1,3,32,1,2,2,3,1,1,1
1,2,30,2,3,7473,1,5,3,3,1,4,4,37,3,2,3,3,1,1,1
1,1,24,2,0,763,1,4,4,3,1,4,3,30,3,2,1,3,1,1,1
1,4,6,4,0,1006,5,2,4,3,1,1,1,33,3,2,1,2,1,1,1
0,4,21,1,9,3059,1,2,3,3,1,1,1,43,1,2,1,3,1,2,1
1,1,18,2,0,3318,5,3,3,2,1,1,3,32,3,2,2,2,1,1,1
1,4,4,2,2,1353,1,2,1,2,1,3,1,41,3,1,2,3,1,2,1
1,3,12,2,3,1275,1,3,2,3,1,4,2,67,1,2,1,2,2,1,1
1,4,6,3,2,1769,1,5,1,2,1,4,1,44,1,1,1,3,1,1,1
1,1,6,2,6,1199,1,3,3,3,1,4,3,45,3,2,2,3,1,1,1
1,4,18,0,9,3486,1,3,4,3,1,1,1,22,3,2,1,3,1,1,1
1,1,12,2,2,782,1,3,4,2,1,3,3,27,3,2,1,3,1,1,1
1,1,24,4,0,2063,1,3,4,1,1,3,1,38,3,1,2,2,1,1,1
1,4,30,0,2,4249,1,1,2,3,1,3,3,21,3,2,1,2,1,1,1
0,2,48,2,0,8479,2,5,2,3,1,2,3,26,3,1,1,3,2,2,1
1,4,24,4,0,3616,1,3,1,3,1,4,1,61,3,1,2,3,1,2,1
1,1,12,4,3,1548,1,2,2,4,1,1,3,27,1,2,1,3,1,2,1
1,1,36,2,2,3130,1,3,4,3,1,4,3,24,3,1,2,2,1,1,1
1,4,24,3,0,1478,1,2,4,2,1,4,2,24,3,1,3,3,2,2,1
1,4,12,2,3,2149,1,5,2,3,1,4,4,31,2,3,2,3,1,1,1
0,3,24,2,3,7231,1,3,1,3,1,4,3,30,1,2,1,4,1,1,1
1,4,36,4,3,5252,5,5,4,2,1,2,3,65,3,3,3,3,2,2,1
1,1,24,2,3,8009,5,4,4,3,1,4,4,34,3,3,1,4,1,2,1
1,4,12,2,0,2035,1,5,4,3,1,4,1,30,3,2,1,2,1,2,1
0,2,27,4,2,4011,1,3,4,3,1,2,2,29,3,2,1,3,2,2,1
0,2,18,1,3,1919,2,5,4,2,1,4,4,24,3,2,1,3,1,2,1
1,3,36,3,0,2702,3,3,4,1,1,4,2,23,3,2,1,3,1,1,1
1,1,48,2,2,10332,1,4,2,3,1,4,2,36,3,1,1,2,2,2,1
0,1,9,0,0,342,1,1,4,4,1,2,1,30,3,1,1,3,1,1,1
1,2,6,2,3,589,1,2,4,3,2,3,4,54,2,3,1,3,1,1,1
1,2,24,4,2,3978,1,3,4,3,1,1,4,39,3,2,2,4,1,2,1
0,4,48,4,3,3415,2,1,4,4,1,2,1,22,3,1,1,3,1,2,1
0,1,24,3,0,6983,1,1,3,3,1,1,3,22,3,2,2,3,1,1,1
1,1,24,3,3,10672,1,3,1,3,2,4,4,31,3,2,1,4,1,2,1
0,3,12,2,0,1542,1,4,4,3,1,3,4,61,3,3,1,2,1,1,1
1,1,6,2,1,1274,1,4,4,3,2,4,3,37,3,2,2,2,2,1,1
1,2,24,0,0,6306,1,5,1,3,1,4,3,66,3,3,1,3,2,2,1
0,1,12,2,0,700,1,2,4,4,1,4,2,21,1,2,1,3,1,1,1
1,4,15,2,3,964,3,3,4,3,1,2,1,33,3,2,1,3,1,2,1
1,4,12,2,2,3054,4,5,3,3,1,4,3,40,3,2,2,3,2,2,1
0,4,36,4,3,2254,1,5,4,4,1,4,3,29,1,2,2,3,1,1,1
1,4,18,4,2,1433,4,4,2,3,1,3,3,33,3,2,3,3,1,2,1
1,2,30,4,2,2751,1,3,4,4,2,1,1,33,3,2,2,3,1,1,1
0,1,42,2,3,5088,1,3,3,2,3,1,1,32,3,2,1,3,1,1,1
1,2,8,2,1,4384,1,4,1,3,1,1,1,28,3,1,1,4,1,2,1
0,1,36,0,5,6756,2,2,1,4,3,2,3,21,2,2,2,3,1,2,1
1,4,24,4,1,7478,5,5,4,2,1,1,3,48,3,2,2,3,1,2,1
0,2,6,2,0,1849,5,5,3,2,1,1,3,32,1,2,1,4,1,2,1
1,4,9,4,3,1237,1,5,4,4,1,4,3,56,3,2,2,4,1,2,1
0,4,6,4,0,810,5,3,2,3,1,4,1,32,3,1,2,3,1,2,1
0,1,9,2,0,1346,5,5,4,3,1,3,1,36,3,2,2,2,2,1,1
1,4,27,4,8,10226,1,4,4,1,1,4,2,68,3,2,2,4,1,2,1
1,1,6,4,2,363,1,5,4,3,1,3,1,53,3,2,2,2,1,2,1
1,4,6,2,0,1128,5,3,4,3,1,4,2,23,3,1,1,2,2,2,1
0,1,48,4,6,7236,1,3,4,2,1,3,4,24,2,2,2,3,1,2,1
1,4,12,3,1,2273,1,3,4,3,1,2,1,59,3,2,1,4,1,1,1
0,4,15,2,1,3427,1,3,1,2,1,2,4,29,3,2,2,3,1,1,1
1,1,20,2,3,9139,1,2,2,2,1,2,1,41,3,1,1,4,1,2,1
1,2,48,2,3,2358,5,3,4,1,1,3,1,37,3,1,1,4,1,2,1
1,2,48,2,0,6400,5,5,4,3,1,2,4,31,3,2,1,3,1,1,1
1,4,12,2,1,1290,1,4,4,3,1,4,3,47,3,2,2,3,1,2,1
1,4,21,4,3,1107,1,3,2,3,1,2,2,26,3,2,2,3,1,1,1
1,4,12,0,9,803,1,5,4,1,2,2,1,33,3,2,1,3,1,1,1
0,1,21,2,0,4800,1,3,4,2,1,4,4,31,3,2,1,4,1,2,1
1,2,36,0,9,5016,1,1,1,1,1,2,3,26,3,2,1,3,1,1,1
1,4,24,2,9,5071,3,2,3,2,1,2,3,34,3,2,1,4,1,2,1
1,4,12,3,1,804,1,3,4,3,1,3,4,32,3,2,1,4,1,2,1
1,3,36,2,3,2932,3,2,4,2,1,4,4,43,3,2,1,3,1,2,1
1,2,6,4,4,655,2,5,2,3,3,4,2,48,3,2,1,2,1,2,1
1,4,6,1,3,1187,1,1,1,3,1,1,1,21,3,1,1,2,1,1,1
0,1,24,2,9,1393,1,3,3,2,1,1,2,20,3,2,1,4,1,1,1
1,1,6,1,2,1813,1,5,1,3,1,3,3,25,1,2,1,3,1,1,2
1,2,24,4,0,3065,1,5,4,3,1,4,4,36,3,2,1,3,1,1,1
1,1,12,2,6,1558,1,1,2,3,1,3,1,23,3,1,1,2,1,1,1
1,1,15,4,3,1450,3,3,3,2,1,2,1,46,3,2,1,4,1,2,1
1,4,6,2,1,4244,5,5,1,2,2,4,3,74,3,2,2,3,2,2,1
1,4,15,2,1,1833,5,5,2,3,1,4,2,40,3,2,1,3,1,1,1
1,4,10,4,0,717,2,3,4,3,1,3,2,29,3,2,1,3,1,1,1
1,2,36,2,2,2992,1,1,3,3,1,2,1,31,3,1,1,3,1,1,1
1,2,6,2,1,433,1,5,2,2,2,4,3,51,3,2,1,4,1,1,1
0,4,9,2,2,682,1,3,4,2,1,4,3,28,3,2,1,3,2,1,1
0,1,8,2,3,622,1,5,4,4,1,2,1,57,3,2,1,2,1,1,1
1,4,12,4,3,3591,3,4,4,3,1,3,3,50,3,1,1,4,1,1,1
1,3,30,2,0,8083,5,2,2,4,1,4,2,60,3,1,1,3,1,2,1
0,1,21,0,5,1384,1,3,3,1,1,2,3,29,3,3,1,3,1,1,1
0,1,12,4,2,1374,1,3,4,3,3,4,2,50,3,2,2,1,1,1,1
1,1,26,2,8,1199,1,2,4,2,1,2,2,28,3,2,1,2,1,1,1
1,1,27,2,1,1908,1,5,4,3,3,4,3,33,1,2,1,4,1,2,1
0,1,12,2,0,2594,1,3,2,2,1,4,2,30,1,2,1,3,1,2,1
1,4,6,4,1,1859,1,5,3,3,1,3,3,36,3,2,2,4,1,2,1
1,3,12,2,9,1081,5,5,4,3,1,4,3,37,3,2,1,3,1,1,1
1,2,15,2,0,927,3,4,4,4,3,3,2,29,3,2,2,3,1,2,1
1,1,24,1,2,4280,1,3,2,2,1,4,1,27,3,2,1,3,1,1,1
1,2,6,3,0,1002,1,4,4,4,1,4,2,58,2,2,1,3,1,1,1
0,3,15,2,2,2103,1,4,4,3,1,2,3,39,3,1,1,3,1,1,2
0,3,48,2,9,6953,4,3,1,1,1,2,4,22,3,2,1,3,1,1,1
1,1,48,2,9,2405,1,3,4,3,1,3,3,20,3,2,1,3,1,1,1
1,4,7,4,6,3104,3,3,2,3,1,4,4,60,2,3,2,2,1,1,1
1,4,24,2,0,2000,5,3,2,2,1,3,2,27,3,2,1,2,1,1,1
1,4,48,2,3,8707,1,4,4,1,1,4,4,51,3,2,1,4,1,2,1
1,2,18,4,0,1804,1,1,2,1,1,2,3,28,1,2,1,3,1,1,1
1,3,45,2,0,3049,5,5,4,3,1,2,4,31,2,2,1,3,1,1,1
1,1,36,1,1,4458,1,1,3,4,1,2,3,27,3,2,1,3,1,2,1
1,4,24,2,1,1299,4,5,3,2,1,4,1,32,3,2,1,3,1,1,1
1,1,18,4,0,1403,2,4,4,3,1,4,3,27,3,2,1,3,1,2,1
1,3,20,2,9,3867,1,1,4,2,1,1,3,24,1,3,2,4,1,2,1
1,2,18,2,2,3617,1,5,2,3,2,4,2,47,1,2,1,3,1,1,1
1,4,6,2,2,1236,1,4,4,4,1,1,2,30,3,2,1,3,1,1,1
1,4,18,2,9,2612,1,5,1,2,1,4,3,48,3,2,2,4,1,2,1
1,2,36,2,9,1924,5,5,2,3,1,2,1,27,3,2,1,2,1,1,1
1,4,12,2,0,1957,2,4,4,3,1,4,1,23,3,1,1,2,1,1,1
0,1,9,2,3,1115,1,3,4,3,1,1,3,34,1,2,1,3,2,1,2
1,2,24,2,9,3447,1,3,1,3,1,2,1,32,3,1,3,2,1,1,1
1,2,24,4,3,5301,1,1,3,3,1,2,2,23,3,1,2,3,1,1,1
1,2,45,4,3,4920,1,5,4,3,1,4,3,30,3,2,2,3,1,2,1
0,2,24,2,6,2638,1,2,2,2,1,2,2,24,3,1,2,3,1,1,1
1,3,9,4,0,1532,2,3,1,3,1,1,3,40,2,2,1,3,2,1,1
1,1,12,4,3,2285,1,5,4,2,1,4,3,36,3,2,2,2,1,1,1
0,2,12,2,9,1258,1,3,1,1,1,4,2,34,1,2,1,3,1,1,1
1,4,15,4,0,4028,2,5,2,2,1,3,1,31,3,1,2,3,1,2,1
1,4,18,4,9,2826,4,5,1,1,1,4,2,34,3,2,3,3,1,1,1
0,1,9,2,0,2174,1,3,2,3,1,4,4,46,3,3,1,2,1,1,1
1,4,24,4,2,7353,5,5,4,3,1,1,1,49,3,2,1,4,1,2,1
1,2,24,4,2,9275,5,3,2,1,1,4,3,50,3,2,2,3,1,2,1
0,1,60,3,1,8430,1,3,4,3,1,4,4,52,1,3,1,4,1,2,1
1,4,12,2,0,1299,5,3,2,4,1,4,1,27,3,2,2,3,1,2,1
0,4,18,4,3,1337,1,2,2,3,1,4,1,38,3,1,1,3,1,2,1
